,customerID,DOB,Gender,State,PinCode,transactionDate,store_code,store_description,till_no,transaction_number_by_till,promo_code,promotion_description,product_code,product_description,sale_price_after_promo,discountUsed,cluster
71,BBID_2041341,1972-10-06,female,no_state,452011.0,2017-06-18,2906,BB-INDORE-TREASURE ISLAND,4,12219,NONPROMO,no_promo,300360644,APPLE GOLDEN INDIAN LOOSE,121.64,Payback,2
72,BBID_2041341,1972-10-06,female,no_state,452011.0,2016-11-19,2906,BB-INDORE-TREASURE ISLAND,4,36975,NONPROMO,no_promo,108100331,BOTTLE GOURD LONG,8.4,Payback,2
73,BBID_2041352,1990-10-26,female,no_state,999999.0,2016-10-18,2906,BB-INDORE-TREASURE ISLAND,3,31643,NONPROMO,no_promo,300776409,BB-CB-16X20X208SWG NEW,3.0,Payback,2
74,BBID_2041364,1988-11-02,no_gender,MADHYA PRADESH,456010.0,2016-04-24,2655,BB-INDORE-MALHAR MEGA MALL,4,52148,NONPROMO,no_promo,108100382,TOMATO LOOSE,17.71,Payback,1
75,BBID_2041376,1972-03-03,male,no_state,999999.0,2017-03-13,2655,BB-INDORE-MALHAR MEGA MALL,4,36793,NONPROMO,no_promo,108000537,POHA THICK LOOSE,80.68,Payback,2
76,BBID_2041378,1971-07-31,male,MADHYA PRADESH,452001.0,2017-04-09,2655,BB-INDORE-MALHAR MEGA MALL,2,1551,0001275747,AZ Shop Rs 750 & Get 200 RS OFF CMS,108037568,SUGAR MEDIUM LOOSE,147.92,Payback,2
77,BBID_2041398,1958-08-04,male,MADHYA PRADESH,455001.0,2017-04-29,2655,BB-INDORE-MALHAR MEGA MALL,4,50223,NONPROMO,no_promo,108100382,TOMATO LOOSE,8.48,Payback,2
78,BBID_2041400,1959-01-09,male,MADHYA PRADESH,452010.0,2016-01-31,2655,BB-INDORE-MALHAR MEGA MALL,2,55759,0001087868,NZ 30 RS OFF DETERGENT POWDERS/SOAPS,300980417,GODREJ SOAP FAIR GLOW 6*75g,69.0,Payback,1
79,BBID_2041404,1977-05-21,male,MADHYA PRADESH,452018.0,2015-11-15,2655,BB-INDORE-MALHAR MEGA MALL,6,18898,NONPROMO,no_promo,300963413,GODREJ EXPERT HRCLR DARK BRWN 4.06,30.0,Payback,1
80,BBID_2041442,1957-07-11,male,MADHYA PRADESH,452006.0,2016-09-21,2655,BB-INDORE-MALHAR MEGA MALL,7,61758,0001177877,"AZ B2@599,3@799 FLAT LADIES ETHN REG EXC",1000135637136,"LECB-0010-01-A-45-KC-PL-AL, XL, WHITE",266.34,Payback,2
81,BBID_2041445,1964-12-08,female,MADHYA PRADESH,452016.0,2016-03-24,2655,BB-INDORE-MALHAR MEGA MALL,4,43994,5030,Ex300,300519306,420 NI MIX SNACK MUNG BHAJIA 200g,52.9,Payback,1
82,BBID_2041463,1986-07-11,female,no_state,352003.0,2016-06-27,2906,BB-INDORE-TREASURE ISLAND,3,13132,NONPROMO,no_promo,1000446611,PATANJALI TOOTHBRUSH ACTIVE CARE,20.0,Payback,1
83,BBID_2041468,1982-02-27,female,MADHYA PRADESH,452007.0,2016-12-25,2906,BB-INDORE-TREASURE ISLAND,7,45805,0001225163,IZ 25 %DIS HNIS Jars/Storage,1000086571,Click n lock no- 5,153.75,Payback,2
84,BBID_2041478,1940-08-21,male,MADHYA PRADESH,456010.0,2016-12-12,2655,BB-INDORE-MALHAR MEGA MALL,7,75005,0001215629,IZ 5 RS OFF REG INSTANT NOODLES,1000118006,NISSIN NOODLES VEGGI MANCHOW CUP 70g,35.0,Payback,2
85,BBID_2041486,1979-12-09,female,MADHYA PRADESH,452011.0,2017-04-29,2655,BB-INDORE-MALHAR MEGA MALL,6,23957,NONPROMO,no_promo,301018442,GANGWAL RAVA PP 500g,44.0,Payback,2
86,BBID_2041531,1959-08-22,male,no_state,452002.0,2017-01-25,2655,BB-INDORE-MALHAR MEGA MALL,8,72049,NONPROMO,no_promo,1000309642,AGRIPURE SOYABEAN OIL REFINED PP 1L,2736.0,Payback,2
87,BBID_2041537,1954-12-31,male,MADHYA PRADESH,452016.0,2015-09-25,2655,BB-INDORE-MALHAR MEGA MALL,13,6375,NONPROMO,no_promo,300066478,AMUL KOOL MILK KOKO BTL 200M,22.0,Payback,1
88,BBID_2041543,1976-04-30,female,MADHYA PRADESH,452001.0,2015-08-28,2655,BB-INDORE-MALHAR MEGA MALL,13,3611,NONPROMO,no_promo,300963294,KURKURE SNK MASALA MUNCH 155g,60.0,Payback,1
89,BBID_2041546,1982-06-27,male,no_state,999999.0,2015-12-05,2655,BB-INDORE-MALHAR MEGA MALL,3,15157,NONPROMO,no_promo,1000144843,Rocky Stool No 3 RATTEN-Brown,349.0,Payback,1
90,BBID_2041548,1977-08-08,male,MADHYA PRADESH,452001.0,2016-12-18,2655,BB-INDORE-MALHAR MEGA MALL,2,62531,NONPROMO,no_promo,1000662770,Kiddie Currency Rs 100,0.01,Payback,2
91,BBID_2041557,1983-07-17,male,no_state,326530.0,2017-05-20,2906,BB-INDORE-TREASURE ISLAND,19,76902,0001286089,IZ B1G1 @100 %DIS REG Water Bottle,1000684416,Bond Fridge Bottle,138.0,Payback,2
92,BBID_2041567,1976-12-20,male,MADHYA PRADESH,452001.0,2016-12-26,2906,BB-INDORE-TREASURE ISLAND,4,50150,NONPROMO,no_promo,108100296,CAULIFLOWER,14.0,Payback,2
93,BBID_2041575,1952-09-30,male,no_state,999999.0,2016-09-01,2906,BB-INDORE-TREASURE ISLAND,4,17092,NONPROMO,no_promo,108020477,BRITANNIA CAKE CHOCOLATE 50g,15.0,Payback,1
94,BBID_2041578,1976-04-01,male,no_state,456010.0,2016-08-27,2906,BB-INDORE-TREASURE ISLAND,12,17397,NONPROMO,no_promo,1000506208,SOFRSH TRF PANEER MALAI 200g,60.0,Payback,1
95,BBID_2041578,1976-04-01,male,no_state,456010.0,2016-08-13,2655,BB-INDORE-MALHAR MEGA MALL,11,54041,0001166050,ADN BUY1@5 BUY2@15 RS OFF HPC BD NZ EX,108017245,VIM UTENSL BAR 3*200g,81.0,Payback,1
96,BBID_2041582,1954-11-13,female,no_state,999999.0,2015-08-07,2655,BB-INDORE-MALHAR MEGA MALL,11,258,NONPROMO,no_promo,300035667,MAGGI KETCHUP TOMATO 500g,55.0,Payback,1
97,BBID_2041583,1970-06-29,male,MADHYA PRADESH,452001.0,2016-02-07,2655,BB-INDORE-MALHAR MEGA MALL,4,31976,NONPROMO,no_promo,108016186,SURF DET POW EXCEL EASY WASH 700g,154.0,Payback,1
98,BBID_2041586,1971-03-21,female,MADHYA PRADESH,452001.0,2017-03-27,2906,BB-INDORE-TREASURE ISLAND,14,45128,NONPROMO,no_promo,530006453,BB SIS FNC MART PERFUME,489.0,Payback,2
99,BBID_2041610,1965-03-22,male,no_state,999999.0,2016-01-01,2655,BB-INDORE-MALHAR MEGA MALL,6,28646,0001072310,AZ SHOP 3000 & GET 300 RS OFF PAYBACK CR,1000001320,SURF DET LIQUIED EXCEL 2X BT 1050ml,218.64,Payback,1
100,BBID_2041663,1966-03-16,male,MADHYA PRADESH,452001.0,2016-05-03,2906,BB-INDORE-TREASURE ISLAND,9,1708,0001130767,"MDHO B1@10,B2@30 RS OFF Liquid Concntrts",108032209,ROOH AFZA SHARBAT 750ml,115.0,Payback,1
101,BBID_2041665,1987-12-28,female,MADHYA PRADESH,452001.0,2016-12-13,2906,BB-INDORE-TREASURE ISLAND,8,30572,NONPROMO,no_promo,300926795,KURKURE SNK PUFFCORN YUMMY CHEESE PP 36g,10.0,Payback,2
102,BBID_2041667,1978-07-24,male,MADHYA PRADESH,452001.0,2015-08-29,2655,BB-INDORE-MALHAR MEGA MALL,13,3765,NONPROMO,no_promo,1000186357,KALORY BREAD OVEN FRESH 600g,35.0,Payback,1
103,BBID_2041676,1948-09-01,female,MADHYA PRADESH,452001.0,2015-08-26,2655,BB-INDORE-MALHAR MEGA MALL,5,3975,NONPROMO,no_promo,108100331,BOTTLE GOURD LONG,23.01,Payback,1
104,BBID_2041680,1964-10-19,female,MADHYA PRADESH,452013.0,2016-12-11,2906,BB-INDORE-TREASURE ISLAND,7,43026,NONPROMO,no_promo,108100306,CORIANDER,7.38,Payback,2
105,BBID_2041684,1970-12-02,female,MADHYA PRADESH,452010.0,2017-01-26,2655,BB-INDORE-MALHAR MEGA MALL,15,34885,NONPROMO,no_promo,300980132,CYCLE AGARBATHI 3 IN 1 BX 280g,125.0,Payback,2
106,BBID_2041686,1983-04-12,female,MADHYA PRADESH,452010.0,2017-03-12,2655,BB-INDORE-MALHAR MEGA MALL,2,91787,NONPROMO,no_promo,1000531391,SOFRSH VD COOKIES VANILLA TB 200G,85.0,Payback,2
107,BBID_2041701,1978-02-19,female,MADHYA PRADESH,452001.0,2016-09-15,2906,BB-INDORE-TREASURE ISLAND,18,10049,NONPROMO,no_promo,1000446492,PATANJALI NAMKEEN MOONG DALL 200g,52.0,Payback,2
108,BBID_2041716,1990-03-31,male,no_state,999999.0,2016-01-01,2655,BB-INDORE-MALHAR MEGA MALL,9,22038,NONPROMO,no_promo,108005676,TATA SALT PP 1Kg,17.5,Payback,1
109,BBID_2041735,1990-06-04,male,no_state,999999.0,2017-06-09,2906,BB-INDORE-TREASURE ISLAND,11,59650,0001294889,"IZ  1@20,3@33 %DIS REG Fruit Based Juice",300599199,TTRT FRUIT BASED MANGO 2L,55.55,Payback,2
110,BBID_2041740,1984-12-01,male,MADHYA PRADESH,452001.0,2016-01-12,2655,BB-INDORE-MALHAR MEGA MALL,6,30955,NONPROMO,no_promo,108000518,GH KURMURA ROASTED 500g,34.0,Payback,1
111,BBID_2041749,1970-10-02,male,no_state,999999.0,2016-08-07,2906,BB-INDORE-TREASURE ISLAND,5,19473,NONPROMO,no_promo,108005676,TATA SALT PP 1Kg,34.0,Payback,1
112,BBID_2041797,1964-10-10,male,no_state,999999.0,2016-04-26,2655,BB-INDORE-MALHAR MEGA MALL,6,52657,NONPROMO,no_promo,108100306,CORIANDER,5.85,Payback,1
113,BBID_2041801,1973-12-30,male,MADHYA PRADESH,452005.0,2015-10-18,2655,BB-INDORE-MALHAR MEGA MALL,7,10446,NONPROMO,no_promo,300785148,BB-CB-20X25X168SWG-Suitable for ROI New,4.0,Payback,1
